"Geo_FIPS","Geo_GEOID","Geo_NAME","Geo_QName","Geo_STUSAB","pop3over","school_enrolled","school_not_enrolled","households","pop_under25k","pop25k_49k","pop50k_74k","pop75k_99k","pop100kover","median_income","pov_denom","pov_under2q","pov2q_3q","pov3q_4q","pov4q_6q","pov6q_8q","pov_over8q","school_enrolled_pct","income_under25kpct","income25k_49kpct","pop50k_74kpct","pop75k_99kpct","pop100koverpct","pov_below_line","pov_1_2overline","pov_doubleline"
"26043","05000US26043","Dickinson County","Dickinson County, Michigan","mi",24779,5149,19630,11087,2667,3018,2060,1407,1935,48966,25110,1555,891,899,2559,2597,16609,20.7796924815368,24.0551997835303,27.2210697212952,18.5803192928655,12.6905384684766,17.4528727338324,13.3213859020311,20.5336519315014,66.1449621664676
"26045","05000US26045","Eaton County","Eaton County, Michigan","mi",105433,25188,80245,44390,6885,10568,9396,6873,10668,62474,107288,5293,2447,3755,7321,9114,79358,23.890053398841,15.510250056319,23.8071637756251,21.1669294886236,15.4832169407524,24.0324397386799,10.7141525613303,15.3185817612408,73.967265677429
"26047","05000US26047","Emmet County","Emmet County, Michigan","mi",32173,6844,25329,14510,2865,3837,2822,2008,2978,54055,32577,1355,672,1081,3356,3255,22858,21.2724955708203,19.7450034458994,26.4438318401103,19.4486560992419,13.8387319090283,20.5237767057202,9.54047334008656,20.2934585750683,70.1660680848451
"26049","05000US26049","Genesee County","Genesee County, Michigan","mi",395197,99612,295585,167889,44656,44086,30944,18433,29770,47006,404588,35722,20494,23967,39677,39024,245704,25.2056569255333,26.5985264073287,26.2590163739137,18.431225392968,10.9792779753289,17.7319538504607,19.8184325783266,19.452134022759,60.7294333989145
"26051","05000US26051","Gladwin County","Gladwin County, Michigan","mi",24523,4660,19863,10999,3109,3201,2237,1105,1347,43290,25007,1623,1455,1469,3222,2969,14269,19.0025690168413,28.266206018729,29.1026456950632,20.3382125647786,10.0463678516229,12.2465678698063,18.1829087855401,24.7570680209541,57.0600231935058
"26053","05000US26053","Gogebic County","Gogebic County, Michigan","mi",15102,2618,12484,6619,2192,1848,1195,569,815,38798,13931,950,847,728,1748,1637,8021,17.3354522579791,33.1167850128418,27.9196253210455,18.0540867200483,8.59646472276779,12.3130382232966,18.1250448639724,24.2983274711076,57.57662766492
"26055","05000US26055","Grand Traverse County","Grand Traverse County, Michigan","mi",89161,19977,69184,37134,6243,8795,7319,5255,9522,61485,89527,3688,2139,3206,6677,9252,64565,22.4055360527585,16.8120859589594,23.6844939947218,19.7097000053859,14.1514514999731,25.6422685409598,10.089693611983,17.7923978241201,72.1179085638969
"26057","05000US26057","Gratiot County","Gratiot County, Michigan","mi",39832,9639,30193,15177,4319,3908,3011,1760,2179,44991,35314,3432,1390,1627,3823,3828,21214,24.1991363727656,28.4575344270936,25.7494893588983,19.8392304144429,11.5964946959215,14.3572511036437,18.261879141417,21.665628362689,60.072492495894
"26059","05000US26059","Hillsdale County","Hillsdale County, Michigan","mi",44136,10741,33395,17904,4465,4761,3632,2145,2901,48392,44153,3213,1644,2188,4711,4925,27472,24.3361428312489,24.9385612153709,26.5918230563003,20.2859696157283,11.980563002681,16.2030831099196,15.955880687609,21.824111611895,62.220007700496
"26061","05000US26061","Houghton County","Houghton County, Michigan","mi",35329,12472,22857,13340,4114,3284,2443,1553,1946,42852,33894,4162,1709,1216,3900,4123,18784,35.302442752413,30.8395802098951,24.6176911544228,18.3133433283358,11.6416791604198,14.5877061469265,20.9093054817962,23.6708561987372,55.4198383194666
"26063","05000US26063","Huron County","Huron County, Michigan","mi",30566,5926,24640,13918,3339,4166,2828,1602,1983,46320,31078,1678,1123,1204,3227,3384,20462,19.3875547994504,23.9905158787182,29.932461560569,20.3190113522058,11.5102744647219,14.247736743785,12.8869296608533,21.2722826436708,65.8407876954759
"26065","05000US26065","Ingham County","Ingham County, Michigan","mi",279801,98739,181062,112200,27777,27390,20491,12376,24166,50940,270980,26527,14606,13426,23523,25559,167339,35.2890089742353,24.7566844919786,24.4117647058824,18.2629233511586,11.030303030303,21.5383244206774,20.1339582256993,18.1127758506163,61.7532659236844
"26067","05000US26067","Ionia County","Ionia County, Michigan","mi",62161,15153,47008,22858,4557,5850,4684,3720,4047,54343,60176,2557,2292,2832,5615,6482,40398,24.3770209616962,19.9361273952227,25.5927902703649,20.4917315600665,16.2743897103859,17.7049610639601,12.7642249401755,20.1026987503324,67.1330763094922
"26069","05000US26069","Iosco County","Iosco County, Michigan","mi",24627,4129,20498,11631,3108,3904,2157,1216,1246,42102,24810,1767,916,1381,2944,3156,14646,16.7661509725098,26.72169202992,33.5654715845585,18.5452669589889,10.4548190181412,10.7127504083914,16.3804917372027,24.5868601370415,59.0326481257557
"26071","05000US26071","Iron County","Iron County, Michigan","mi",10988,1721,9267,5327,1698,1532,931,657,509,38918,10869,689,330,508,1608,1110,6624,15.6625409537677,31.8753519804768,28.7591514923972,17.4770039421813,12.3333959076403,9.5550966773043,14.0491305547888,25.0069003588187,60.9439690863925
"26073","05000US26073","Isabella County","Isabella County, Michigan","mi",68917,28616,40301,24889,7345,6114,4515,2670,4245,44408,64213,10287,3192,3555,6361,5842,34976,41.5224110161499,29.5110289686207,24.5650689059424,18.1405440154285,10.7276306802202,17.0557274297883,26.5273387008861,19.0039400121471,54.4687212869668
"26075","05000US26075","Jackson County","Jackson County, Michigan","mi",153696,37680,116016,61696,14115,15986,12039,7818,11738,51431,148782,8700,5925,6299,14166,14940,98752,24.5159275452842,22.8783065352697,25.9109180497925,19.5134206431535,12.6718101659751,19.0255446058091,14.063529190359,19.5628503447998,66.3736204648412
"26077","05000US26077","Kalamazoo County","Kalamazoo County, Michigan","mi",252241,79180,173061,102809,21270,26142,18650,12014,24733,54431,252921,19491,9983,11351,21018,21666,169412,31.3906145313411,20.6888501979399,25.4277349259306,18.1404351759087,11.6857473567489,24.0572323434719,16.1414038375619,16.8764159559704,66.9821802064676
"26079","05000US26079","Kalkaska County","Kalkaska County, Michigan","mi",16922,3407,13515,7139,1802,2092,1498,788,959,46004,17318,1262,697,987,1844,2073,10455,20.1335539534334,25.2416304804594,29.3038240649951,20.9833309987393,11.0379604986693,13.4332539571369,17.0112022173461,22.6180852292413,60.3707125534126
"26081","05000US26081","Kent County","Kent County, Michigan","mi",617051,168630,448421,239236,43399,56024,46512,32673,60628,60351,632210,34628,21232,23502,57295,60052,435501,27.3283731814712,18.1406644484944,23.417880252136,19.4418900165527,13.6572255011788,25.3423397816382,12.5531073535692,18.5613957387577,68.8854969076731
"26083","05000US26083","Keweenaw County","Keweenaw County, Michigan","mi",2048,315,1733,1081,275,270,194,168,174,49779,2120,141,38,76,191,306,1368,15.380859375,25.4394079555967,24.9768732654949,17.9463459759482,15.5411655874191,16.0962072155412,12.0283018867925,23.4433962264151,64.5283018867924
"26085","05000US26085","Lake County","Lake County, Michigan","mi",11443,1949,9494,4517,1622,1420,748,394,333,34631,11407,1261,691,766,1811,1030,5848,17.0322467884296,35.9087890192606,31.4367943325216,16.5596634934691,8.72260349789683,7.37214965685189,23.8274743578504,24.9057596212852,51.2667660208644
"26087","05000US26087","Lapeer County","Lapeer County, Michigan","mi",85667,19354,66313,33320,5777,7960,7110,4661,7812,58952,86437,3900,2139,2658,8026,7605,62109,22.5921299917121,17.3379351740696,23.8895558223289,21.3385354141657,13.9885954381753,23.4453781512605,10.0616634080313,18.0836910119509,71.8546455800178
"26089","05000US26089","Leelanau County","Leelanau County, Michigan","mi",21025,3813,17212,9152,1253,2251,1919,1296,2433,63831,21431,544,383,412,1449,1957,16686,18.1355529131986,13.6909965034965,24.5957167832168,20.9680944055944,14.1608391608392,26.5843531468531,6.247958564696,15.8928654752461,77.8591759600579
"26091","05000US26091","Lenawee County","Lenawee County, Michigan","mi",95273,23403,71870,38222,7549,10212,7645,5473,7343,53972,93387,4306,2992,4113,8699,8924,64353,24.5641472400365,19.7504055256135,26.7175971953325,20.0015697765685,14.3189785987128,19.2114489037727,12.2190454774219,18.8709349267029,68.9100195958752
"26093","05000US26093","Livingston County","Livingston County, Michigan","mi",182870,45052,137818,71180,7606,12730,12173,10799,27872,80897,187041,4367,2837,3285,8321,11400,156831,24.6360802756056,10.6855858387187,17.8842371452655,17.1017139645968,15.1713964596797,39.1570665917393,5.60786137798664,10.5436775894055,83.8484610326078
"26095","05000US26095","Luce County","Luce County, Michigan","mi",6214,1129,5085,2190,470,731,485,266,238,42255,5308,271,127,483,558,695,3174,18.1686514322498,21.4611872146119,33.37899543379,22.1461187214612,12.1461187214612,10.8675799086758,16.5975885455916,23.6058779201206,59.7965335342879
"26097","05000US26097","Mackinac County","Mackinac County, Michigan","mi",10624,1842,8782,5284,1399,1465,1040,657,723,46507,10692,722,464,518,1078,1169,6741,17.3381024096386,26.4761544284633,27.7252081756245,19.6820590461771,12.4337623012869,13.6828160484481,15.9371492704826,21.0157126823793,63.047138047138
"26099","05000US26099","Macomb County","Macomb County, Michigan","mi",839560,205039,634521,343592,61572,81089,64567,46087,90277,60466,859987,37491,28161,31651,69451,68880,624353,24.4221973414646,17.9200912710424,23.6003748632099,18.7917646510978,13.4132925097208,26.2744767049291,11.3144733583182,16.0852431490243,72.6002834926575
"26101","05000US26101","Manistee County","Manistee County, Michigan","mi",23902,4564,19338,9591,2249,2819,1914,1223,1386,47172,23122,1293,605,1075,2055,2936,15158,19.0946364320977,23.4490668334897,29.3921384631425,19.9562089458868,12.7515379001147,14.4510478573663,12.8578842660669,21.5855029841709,65.5566127497621
"26103","05000US26103","Marquette County","Marquette County, Michigan","mi",65133,18027,47106,26203,6112,6822,5143,3465,4661,50771,62637,5074,2256,2929,5421,4991,41966,27.677214315324,23.3255734076251,26.0351868106705,19.6275235660039,13.2236766782429,17.7880395374575,16.378498331657,16.6227629037151,66.9987387646279
"26105","05000US26105","Mason County","Mason County, Michigan","mi",28069,5905,22164,12115,2889,3212,2418,1603,1993,49663,28486,1766,1210,1323,2910,2822,18455,21.0374434429442,23.8464713165497,26.5125877011969,19.9587288485349,13.2315311597194,16.4506809739992,15.0916239556273,20.1221652741698,64.7862107702029
"26107","05000US26107","Mecosta County","Mecosta County, Michigan","mi",42109,13863,28246,15858,4470,4185,3035,1855,2313,44460,40231,4194,2030,2358,4025,4870,22754,32.9217031988411,28.1876655315929,26.3904653802497,19.1386051204439,11.6975658973389,14.5856980703746,21.331808804156,22.109815813676,56.558375382168
"26109","05000US26109","Menominee County","Menominee County, Michigan","mi",22651,4343,18308,10665,2818,3024,2258,1245,1320,45508,22833,997,866,1055,2492,2622,14801,19.1735464217915,26.4228785747773,28.3544303797468,21.1720581340835,11.6736990154712,12.3769338959212,12.7797486094688,22.3974072614199,64.8228441291114
"26111","05000US26111","Midland County","Midland County, Michigan","mi",80676,19666,61010,34017,6574,7786,6467,4513,8677,59271,82002,3693,2488,2666,6737,6543,59875,24.3765184193564,19.3256313019961,22.8885557221389,19.0110826939471,13.2668959637828,25.507834318135,10.7887612497256,16.1947269578791,73.0165117923953
"26113","05000US26113","Missaukee County","Missaukee County, Michigan","mi",14409,3017,11392,6027,1522,1804,1277,701,723,44766,14828,798,735,776,1881,2006,8632,20.9383024498577,25.2530280404845,29.9319727891156,21.187987390078,11.630993860959,11.9960179193629,15.5718910169949,26.2139196115457,58.2141893714594
"26115","05000US26115","Monroe County","Monroe County, Michigan","mi",144933,34694,110239,59279,10444,13365,11641,8512,15317,61514,148215,6338,4353,5056,11374,12353,108741,23.9379575390008,17.6183808768704,22.5459268881054,19.6376457092731,14.3592165859748,25.8388299397763,10.6244307256351,16.0085011638498,73.3670681105151
"26117","05000US26117","Montcalm County","Montcalm County, Michigan","mi",60958,14013,46945,23761,5736,7000,4686,2970,3369,47000,60478,4079,2944,2934,6303,7017,37201,22.9879589225368,24.1403981313918,29.4600395606246,19.7213921972981,12.499473927865,14.1786961828206,16.4638380898839,22.0245378484738,61.5116240616422
"26119","05000US26119","Montmorency County","Montmorency County, Michigan","mi",9058,1423,7635,4195,1113,1401,905,356,420,42305,9098,603,443,465,1037,1431,5119,15.7098697284169,26.5315852205006,33.3969010727056,21.5733015494636,8.48629320619786,10.0119189511323,16.608045724335,27.1268410639701,56.2651132116949
"26121","05000US26121","Muskegon County","Muskegon County, Michigan","mi",167172,40570,126602,65619,15818,18092,13200,7338,11171,48329,165967,11715,8184,8485,17776,17958,101849,24.2684181561506,24.1058230085798,27.5712827077523,20.1161249028483,11.1827367073561,17.0240326734635,17.1021950146716,21.5307862406382,61.3670187446902
"26123","05000US26123","Newaygo County","Newaygo County, Michigan","mi",46505,10504,36001,19007,4908,5082,3904,2388,2725,46724,47449,3320,2173,2932,5027,5406,28591,22.5868186216536,25.8220655547956,26.737517756616,20.539801125901,12.5637922870521,14.3368232756353,17.7559063415457,21.987818499863,60.2562751585913
"26125","05000US26125","Oakland County","Oakland County, Michigan","mi",1209986,306331,903655,501260,74001,90806,81731,65385,189337,76387,1240022,45687,26875,34211,67144,76181,989924,25.3169044931098,14.7629972469377,18.1155488169812,16.3051111199777,13.0441287954355,37.7722140206679,8.61057303822029,11.5582626759848,79.8311642857949
"26127","05000US26127","Oceana County","Oceana County, Michigan","mi",25571,5813,19758,10157,2491,2947,2108,1207,1404,46217,26093,1882,1253,1305,3624,3577,14452,22.7327832310039,24.5249581569361,29.0144727773949,20.7541596928227,11.8834301466969,13.8229792261495,17.0160579465757,27.597439926417,55.3865021270072
"26129","05000US26129","Ogemaw County","Ogemaw County, Michigan","mi",20408,3803,16605,9296,2712,2985,1751,881,967,40150,20488,1425,714,1316,2861,2683,11489,18.6348490787926,29.1738382099828,32.1105851979346,18.8360585197935,9.47719449225473,10.4023235800344,16.8635298711441,27.0597422881687,56.0767278406872
"26131","05000US26131","Ontonagon County","Ontonagon County, Michigan","mi",5891,824,5067,2876,835,931,594,272,244,38906,5893,487,184,230,741,684,3567,13.9874384654558,29.0333796940195,32.3713490959666,20.653685674548,9.45757997218359,8.48400556328234,15.289326319362,24.1812319701341,60.529441710504
"26133","05000US26133","Osceola County","Osceola County, Michigan","mi",22514,4693,17821,9100,2509,2781,1722,976,1112,42689,22858,1674,1357,1457,2692,2631,13047,20.8448076752243,27.5714285714286,30.5604395604396,18.9230769230769,10.7252747252747,12.2197802197802,19.6342637151107,23.2872517280602,57.0784845568291
"26135","05000US26135","Oscoda County","Oscoda County, Michigan","mi",8018,1449,6569,3824,1190,1237,763,257,377,40255,8212,490,456,476,873,1118,4799,18.0718383636817,31.1192468619247,32.3483263598326,19.9529288702929,6.72071129707113,9.85878661087866,17.3161227471992,24.2450073063809,58.4388699464199
"26137","05000US26137","Otsego County","Otsego County, Michigan","mi",23595,5109,18486,9886,1908,2813,2153,1132,1880,52645,24021,1332,752,1519,2387,2538,15493,21.6528925619835,19.3000202306292,28.4543799312159,21.7782723042687,11.4505361116731,19.0167914222132,14.9993755463969,20.5028933016943,64.4977311519087
"26139","05000US26139","Ottawa County","Ottawa County, Michigan","mi",273156,82647,190509,101223,14659,20871,21418,15485,28790,67468,273816,11457,5908,5861,18101,22803,209686,30.256337038176,14.4818865277654,20.6188316884503,21.1592227063019,15.2979066022544,28.442152475228,8.48233850468928,14.9384988459403,76.5791626493704
"26141","05000US26141","Presque Isle County","Presque Isle County, Michigan","mi",12565,2066,10499,5808,1475,1650,1222,714,747,46439,12628,625,437,785,1113,1214,8454,16.4424990051731,25.3960055096419,28.4090909090909,21.0399449035813,12.2933884297521,12.8615702479339,14.6262274311055,18.4273044029142,66.9464681659804
"26143","05000US26143","Roscommon County","Roscommon County, Michigan","mi",23349,3596,19753,10899,3364,3448,2197,963,927,40302,23528,1653,966,1652,2745,3007,13505,15.401087841021,30.8652169923846,31.6359299018259,20.1578126433618,8.83567299752271,8.50536746490504,18.1528391703502,24.4474668480109,57.3996939816389
"26145","05000US26145","Saginaw County","Saginaw County, Michigan","mi",186121,47869,138252,78648,19997,21911,14302,9043,13395,46919,186434,13771,9754,9450,18549,19191,115719,25.7192901392105,25.4259485301597,27.8595768487438,18.1848235174448,11.4980673380124,17.0315837656393,17.6872244333115,20.2430887069955,62.069686859693
"26147","05000US26147","St. Clair County","St. Clair County, Michigan","mi",154611,35291,119320,64805,13161,15992,12072,8874,14706,55240,157726,8360,5735,6908,13323,12999,110401,22.8256721708029,20.3086181621788,24.6771082478204,18.628192269115,13.6933878558753,22.6926934650104,13.3161305047995,16.6884343735339,69.9954351216667
"26149","05000US26149","St. Joseph County","St. Joseph County, Michigan","mi",58571,13749,44822,24022,5165,6808,5197,3193,3659,50117,59822,4058,2190,3099,6229,6714,37532,23.4740742005429,21.5011239696944,28.340687702939,21.63433519274,13.2919823495129,15.2318707851136,15.6246865701581,21.6358530306576,62.7394603991842
"26151","05000US26151","Sanilac County","Sanilac County, Michigan","mi",40163,8601,31562,17179,4434,4993,3464,1933,2355,45277,40813,3002,1507,1873,4720,4930,24781,21.4152329258273,25.8105826881658,29.0645555620234,20.1641539088422,11.2521101344665,13.7085977065021,15.637174429716,23.6444270208022,60.7183985494818
"26153","05000US26153","Schoolcraft County","Schoolcraft County, Michigan","mi",7900,1323,6577,3351,997,962,615,390,387,40747,7932,524,501,599,689,864,4755,16.746835443038,29.7523127424649,28.7078484034617,18.3527305282005,11.6383169203223,11.5487914055506,20.4740292486132,19.5789208270298,59.947049924357
"26155","05000US26155","Shiawassee County","Shiawassee County, Michigan","mi",66471,15769,50702,27741,5445,7251,5852,3961,5232,54742,67529,3226,1808,2653,6358,6294,47190,23.7231273788569,19.6279874553909,26.1382069860495,21.0951299520565,14.2785047402761,18.8601708662269,11.3832575634172,18.735654311481,69.8810881251018
"26157","05000US26157","Tuscola County","Tuscola County, Michigan","mi",51658,11179,40479,21759,4989,6359,4408,2709,3294,47694,52085,3444,2211,2360,5867,5871,32332,21.640404196833,22.9284434027299,29.224688634588,20.2582839284894,12.4500206810975,15.1385633530953,15.3883075741576,22.5362388403571,62.0754535854853
"26159","05000US26159","Van Buren County","Van Buren County, Michigan","mi",72472,17827,54645,29013,6304,7658,5790,3505,5756,52351,74369,4600,2983,3916,9035,6323,47512,24.5984656143062,21.7281908110158,26.395064281529,19.9565711922242,12.0807913693861,19.839382345845,15.4620876978311,20.6510777340021,63.8868345681668
"26161","05000US26161","Washtenaw County","Washtenaw County, Michigan","mi",355299,126880,228419,140210,25377,26210,23083,16564,48976,69434,346217,27980,9642,11548,21331,21790,253926,35.7107675507108,18.0992796519506,18.6933884886955,16.4631623992583,11.8137080094144,34.9304614506811,14.2020755768781,12.4549054494724,73.3430189736495
"26163","05000US26163","Wayne County","Wayne County, Michigan","mi",1693555,445255,1248300,676587,198213,165766,111924,71375,129309,45321,1740233,189688,107525,103936,184360,162613,992111,26.2911449583864,29.2960107125913,24.5003229444255,16.5424402183311,10.5492715644847,19.1119545601674,23.051453454796,19.9383071117488,57.0102394334552
"26165","05000US26165","Wexford County","Wexford County, Michigan","mi",31933,7277,24656,13053,3294,4075,2822,1295,1567,44166,32711,2274,1414,1637,4097,3828,19461,22.788338082861,25.2355780280395,31.2188768865395,21.6195510610588,9.92109093694936,12.0049030874129,16.278927577879,24.227324141726,59.493748280395
"27001","05000US27001","Aitkin County","Aitkin County, Minnesota","mn",15543,2555,12988,7713,1996,2180,1580,930,1027,45989,15596,887,460,674,1773,1820,9982,16.4382680306247,25.8783871385972,28.2639699209127,20.4848956307533,12.0575651497472,13.3151821599896,12.9584508848423,23.0379584508848,64.0035906642729
"27003","05000US27003","Anoka County","Anoka County, Minnesota","mn",334452,87227,247225,126848,13123,22832,23059,21268,46566,79923,344170,8692,4910,7361,18773,23258,281176,26.0805735950151,10.3454528254289,17.9994954591322,18.1784497981837,16.7665237134208,36.7100782038345,6.090885318302,12.2122788157015,81.6968358659964
"27005","05000US27005","Becker County","Becker County, Minnesota","mn",32517,7697,24820,13487,2571,3273,2724,2065,2854,59278,33208,1803,1102,1185,3101,3078,22939,23.6706953285974,19.0628012159858,24.2678134499889,20.1972269592941,15.3110402609921,21.1611181137392,12.3163093230547,18.6069621777885,69.0767284991568
"27007","05000US27007","Beltrami County","Beltrami County, Minnesota","mn",43998,13183,30815,17271,4301,4738,3054,2091,3087,47410,43642,3221,2331,2502,5394,4104,26090,29.9627255784354,24.9030166174512,27.4332696427537,17.6828209136703,12.1070001737016,17.8738926524231,18.4546996013015,21.7634388891435,59.781861509555
"27009","05000US27009","Benton County","Benton County, Minnesota","mn",38105,9633,28472,16217,3251,4004,3039,2517,3406,56357,39054,1702,1782,1443,3236,3727,27164,25.2801469623409,20.0468644015539,24.6901399765678,18.7395942529444,15.5207498304249,21.002651538509,12.6158652122702,17.8291596251344,69.5549751625954
"27011","05000US27011","Big Stone County","Big Stone County, Minnesota","mn",4840,962,3878,2274,545,539,417,368,405,51920,4879,247,143,167,461,454,3407,19.8760330578512,23.9665787159191,23.702726473175,18.3377308707124,16.1829375549692,17.8100263852243,11.4162738266038,18.7538430006149,69.8298831727813
"27013","05000US27013","Blue Earth County","Blue Earth County, Minnesota","mn",64189,22571,41618,25783,5314,6422,4308,3771,5968,55861,62924,5510,3233,2639,5605,5136,40801,35.163345744598,20.6104797734942,24.9078850405306,16.7086840166001,14.6259163014389,23.1470348679362,18.088487699447,17.0697984870638,64.8417138134893
"27015","05000US27015","Brown County","Brown County, Minnesota","mn",24368,6290,18078,10731,1973,2547,2261,1813,2137,57728,24071,554,387,937,1787,2549,17857,25.8125410374261,18.3859845307986,23.7349734414314,21.0697977821265,16.8949771689498,19.9142670766937,7.80191932200573,18.0133770927672,74.184703585227
"27017","05000US27017","Carlton County","Carlton County, Minnesota","mn",34499,8589,25910,13418,2360,3068,2851,2017,3122,60390,34179,2248,956,914,2876,2549,24636,24.8963738079365,17.5883142047995,22.8648084662394,21.2475778804591,15.0320465046952,23.2672529438068,12.0483337721993,15.8723192603646,72.0793469674361
"27019","05000US27019","Carver County","Carver County, Minnesota","mn",96491,27524,68967,35852,3091,4871,5340,4960,17590,97895,99482,2309,921,711,3011,3989,88541,28.5249401498585,8.62155528282941,13.5864107999554,14.8945665513779,13.8346535758117,49.0628137900257,3.96152067710742,7.03644880480891,89.0020305180837
"27021","05000US27021","Cass County","Cass County, Minnesota","mn",28009,5586,22423,13007,2876,3606,2702,1463,2360,50173,28543,1990,875,1289,3057,2790,18542,19.9435895604984,22.1111709079726,27.7235334819712,20.7734296917045,11.247789651726,18.1440762666257,14.5534807133097,20.4848824580458,64.9616368286445
"27023","05000US27023","Chippewa County","Chippewa County, Minnesota","mn",11458,2515,8943,5098,1016,1342,1002,570,1168,54552,11765,406,157,607,1494,1139,7962,21.9497294466748,19.9293840721852,26.324048646528,19.6547665751275,11.180855237348,22.9109454688113,9.94475138121547,22.3799405014875,67.6753081172971
"27025","05000US27025","Chisago County","Chisago County, Minnesota","mn",52886,12974,39912,20102,2254,3137,3810,3439,7462,80409,53177,1411,701,867,3152,2939,44107,24.5320122527701,11.2128146453089,15.6054123967764,18.9533379763208,17.1077504725898,37.1206845090041,5.60204599732967,11.4542001241138,82.9437538785565
"27027","05000US27027","Clay County","Clay County, Minnesota","mn",60158,19234,40924,23782,4569,4585,4453,3902,6273,65000,58990,3321,1571,1936,4542,3814,43806,31.972472489112,19.2120090824994,19.2792868556051,18.724245227483,16.4073669161551,26.3770919182575,11.5748431937617,14.1651127309714,74.260044075267
"27029","05000US27029","Clearwater County","Clearwater County, Minnesota","mn",8501,2122,6379,3458,907,944,651,376,580,46291,8619,474,380,607,967,952,5239,24.9617692036231,26.229034123771,27.299016772701,18.8259109311741,10.8733371891267,16.7727009832273,16.9509223807866,22.2647638937232,60.7843137254902
"27031","05000US27031","Cook County","Cook County, Minnesota","mn",5177,866,4311,2699,520,755,628,307,489,52271,5270,225,205,253,380,547,3660,16.7278346532741,19.2663949610967,27.9733234531308,23.2678769914783,11.3745831789552,18.117821415339,12.9601518026565,17.5901328273245,69.449715370019
"27033","05000US27033","Cottonwood County","Cottonwood County, Minnesota","mn",10880,2484,8396,4850,1012,1291,1023,694,830,53354,11112,503,485,398,1026,1163,7537,22.8308823529412,20.8659793814433,26.6185567010309,21.0927835051546,14.3092783505155,17.1134020618557,12.4730021598272,19.6994240460763,67.8275737940965
"27035","05000US27035","Crow Wing County","Crow Wing County, Minnesota","mn",61902,13231,48671,26684,5668,6625,5268,3564,5559,54508,62926,2677,1413,2532,5889,5656,44759,21.374107460179,21.2411932244041,24.8276120521661,19.7421675910658,13.3563183930445,20.8327087393194,10.5234720147475,18.3469472078314,71.1295807774211
"27037","05000US27037","Dakota County","Dakota County, Minnesota","mn",402355,106309,296046,160144,16535,27292,27394,25142,63781,83288,415650,10509,6456,9529,20517,24769,343870,26.4216922866623,10.3250824258168,17.0421620541513,17.1058547307423,15.6996203416925,39.8272804475972,6.37411283531818,10.8952243474077,82.7306628172742
"27039","05000US27039","Dodge County","Dodge County, Minnesota","mn",19845,5352,14493,7711,779,1673,1616,1295,2348,71669,20425,447,360,320,1383,1799,16116,26.9690098261527,10.1024510439632,21.6962780443522,20.9570743094281,16.7941901180132,30.4500064842433,5.51774785801714,15.5789473684211,78.9033047735618
"27041","05000US27041","Douglas County","Douglas County, Minnesota","mn",35940,8008,27932,16395,2961,3616,3296,2449,4073,60676,36685,973,854,1214,2980,3117,27547,22.2815804117974,18.060384263495,22.0555047270509,20.1036901494358,14.9374809393108,24.8429399207075,8.28949161782745,16.6198718822407,75.0906364999318
"27043","05000US27043","Faribault County","Faribault County, Minnesota","mn",13441,2831,10610,6115,1377,1494,1269,900,1075,52286,13499,619,296,654,1160,1272,9498,21.0624209508221,22.5183973834832,24.43172526574,20.7522485690924,14.7179067865904,17.579721995094,11.6230831913475,18.0161493443959,70.3607674642566
"27045","05000US27045","Fillmore County","Fillmore County, Minnesota","mn",20173,4620,15553,8595,1574,2081,1676,1245,2019,59451,20446,869,634,742,1432,1998,14771,22.9018985773063,18.3129726585224,24.2117510180337,19.499709133217,14.4851657940663,23.4904013961606,10.9801428152206,16.7758974860608,72.2439596987186
"27047","05000US27047","Freeborn County","Freeborn County, Minnesota","mn",29549,6361,23188,12970,2538,3668,2833,1690,2241,52447,29943,1547,1207,913,2892,2994,20390,21.5269552269112,19.568234387047,28.2806476484194,21.8427139552814,13.0300693909021,17.27833461835,12.2466018768994,19.6573489630298,68.0960491600708
"27049","05000US27049","Goodhue County","Goodhue County, Minnesota","mn",44529,10320,34209,19313,3341,4144,3541,2665,5622,64765,45340,1522,927,2034,2817,3074,34966,23.1759078353433,17.2992284989385,21.4570496556723,18.3348003935173,13.7989954952623,29.1099259566095,9.88751654168505,12.9929422143802,77.1195412439347
"27051","05000US27051","Grant County","Grant County, Minnesota","mn",5710,1183,4527,2600,461,720,604,364,451,55912,5867,162,152,296,557,645,4055,20.7180385288967,17.7307692307692,27.6923076923077,23.2307692307692,14,17.3461538461538,10.3971365263337,20.4874723027101,69.1153911709562
"27053","05000US27053","Hennepin County","Hennepin County, Minnesota","mn",1187416,310372,877044,503476,79631,92609,82290,62917,186029,74113,1212940,61798,29939,42035,80129,81023,918016,26.1384384242759,15.8162454615513,18.3939254304078,16.3443739125599,12.4965241640118,36.9489310314692,11.0287400860719,13.2860652629149,75.6851946510132
"27055","05000US27055","Houston County","Houston County, Minnesota","mn",18081,3975,14106,8181,1362,2001,1888,1049,1881,58729,18380,539,300,565,1307,1182,14487,21.9844035175046,16.6483314998166,24.4591125779245,23.0778633418897,12.8223933504462,22.992299229923,7.63873775843308,13.5418933623504,78.8193688792165
